-1.807399415431826e+10 -1.504325324531622e+12 2.687494065966225e+10
-9.399302881402563e+09 -1.5044358038435984e+12 2.65314148791536e+10
-1.512952299045883e+09 -1.5044902983508625e+12 2.6218308561717102e+10
6.373415922773545e+09 -1.5045010388784302e+12 2.5904440092936577e+10
1.4259572216917114e+10 -1.504468026090384e+12 2.5589818610419846e+10
2.214528702400408e+10 -1.504391261700952e+12 2.527445326951982e+10
3.003033079547062e+10 -1.5042707484740188e+12 2.4958353243203903e+10
3.791447399669017e+10 -1.5041064902225405e+12 2.4641527721918415e+10
4.579748711018088e+10 -1.5038984918079153e+12 2.432398591344736e+10
5.367914063889892e+10 -1.503646759139381e+12 2.400573704276696e+10
6.155920510960065e+10 -1.503351299173498e+12 2.3686790351899128e+10
6.943745107624231e+10 -1.5030121199137712e+12 2.3367155099770454e+10
7.73136491233363e+10 -1.502629230410423e+12 2.3046840562084614e+10
8.518756986923402e+10 -1.5022026407601685e+12 2.2725856031199085e+10
9.305898396941606e+10 -1.5017323621059646e+12 2.240421081599828e+10
1.009276621197791e+11 -1.501218406636808e+12 2.208191424177074e+10
1.0879337505988768e+11 -1.5006607875875383e+12 2.1758975650090435e+10
1.1665589357619467e+11 -1.5000595192385999e+12 2.1435404398697598e+10
1.2451498850525204e+11 -1.499414616915744e+12 2.111120986137477e+10
1.3237043073694368e+11 -1.4987260969896646e+12 2.0786401427815483e+10
1.402219912177693e+11 -1.4979939768756306e+12 2.0460988503488228e+10
1.4806944095414584e+11 -1.4972182750331772e+12 2.0134980509504543e+10
1.5591255101569244e+11 -1.4963990109657778e+12 1.9808386882486538e+10
1.6375109253857327e+11 -1.4955362052204983e+12 1.948121707442795e+10
1.7158483672888348e+11 -1.4946298793877493e+12 1.915348055256023e+10
1.7941355486600446e+11 -1.4936800561011145e+12 1.8825186799228367e+10
1.8723701830589133e+11 -1.492686759037177e+12 1.8496345311773777e+10
1.9505499848430118e+11 -1.4916500129152463e+12 1.81669656024178e+10
2.02867266920021e+11 -1.4905698434969258e+12 1.7837057198138905e+10
2.106735952181838e+11 -1.4894462775855625e+12 1.7506629640541695e+10
2.184737550736951e+11 -1.4882793430257017e+12 1.7175692485725256e+10
2.2626751827472922e+11 -1.487069068702557e+12 1.684425530414994e+10
2.340546567063405e+11 -1.4858154845415198e+12 1.6512327680496775e+10
2.4183494235416785e+11 -1.484518621507842e+12 1.6179919213530386e+10
2.4960814730814462e+11 -1.4831785116064968e+12 1.5847039515971302e+10
2.5737404376616492e+11 -1.4817951878821436e+12 1.5513698214375357e+10
2.6513240403769443e+11 -1.480368684419121e+12 1.5179904949015879e+10
