-7.655053223668182e+10 -7.52666611478938e+10 3.371255102052093e+09
-7.215683746086455e+10 -7.941185178599539e+10 3.060772024419992e+09
-6.987414484075206e+10 -8.139106178823817e+10 2.901857686059323e+09
-6.753654254111266e+10 -8.330588339609203e+10 2.7406580004673104e+09
-6.514582759064412e+10 -8.515477819694313e+10 2.577297801213064e+09
-6.270384080657778e+10 -8.693625755161694e+10 2.411903765950622e+09
-6.021246545580451e+10 -8.864888388427448e+10 2.244604321439204e+09
-5.7673625875804504e+10 -9.029127193805762e+10 2.0755295467136493e+09
-5.508928605613598e+10 -9.186208999511186e+10 1.9048110744674199e+09
-5.246144818128982e+10 -9.336006105962376e+10 1.73258199071345e+09
-4.979215113577004e+10 -9.478396400252193e+10 1.5589767327909877e+09
-4.7083468972313e+10 -9.613263466650378e+10 1.3841309857894728e+09
-4.433750934421161e+10 -9.740496693006648e+10 1.208181577463346e+09
-4.155641190276454e+10 -9.859991372923843e+10 1.0312663717145365e+09
-3.8742346660923874e+10 -9.971648803572891e+10 8.53524160722189e+08
-3.589751232426825e+10 -1.0075376379023637e+11 6.750945558019669e+08
-3.3024134590482044e+10 -1.017108767896816e+11 4.9611787708000684e+08
-3.0124464418573963e+10 -1.0258702552716034e+11 3.1673504206927395e+08
-2.7200776269121277e+10 -1.0338147198344072e+11 1.3708745323868775e+08
-2.425536631687777e+10 -1.040935423688639e+11 -4.268311533206582e+07
-2.1290550637134888e+10 -1.0472262781454265e+11 -2.2243463211665013e+08
-1.8308663367276066e+10 -1.0526818501179068e+11 -4.020249230273509e+08
-1.531205484501366e+10 -1.0572973679875702e+11 -5.813117869214443e+08
-1.2303089724846317e+10 -1.0610687269328282e+11 -7.601531116264067e+08
-9.284145074321747e+09 -1.0639924937104466e+11 -9.384069903796268e+08
-6.257608451735554e+09 -1.0660659108809666e+11 -1.1159318385763159e+09
-3.225875966940953e+09 -1.0672869004697514e+11 -1.2925865107174623e+09
-1.9135032698669434e+08 -1.0676540670558282e+11 -1.4682304174479637e+09
2.8435611316588454e+09 -1.0671667002812567e+11 -1.642723642573491e+09
5.876448422500744e+09 -1.0658247767743347e+11 -1.815927059943205e+09
8.904900898194534e+09 -1.0636289614805576e+11 -1.9877024500841646e+09
1.1926509247639526e+10 -1.0605806083958694e+11 -2.15791261647214e+09
1.4938867499088858e+10 -1.0566817606973946e+11 -2.3264215013225875e+09
1.793957502734714e+10 -1.0519351502674951e+11 -2.4930943007847466e+09
2.0926238563099743e+10 -1.0463441966076917e+11 -2.6577975794212103e+09
2.3896474202393467e+10 -1.0399130051396765e+11 -2.820399383854883e+09
2.6847909414267162e+10 -1.0326463648913686e+11 -2.98076935546499e+09
2.977818504451227e+10 -1.0245497455666884e+11 -3.1387788420137467e+09
3.268495731352805e+10 -1.0156292939984741e+11 -3.2943010080854206e+09
3.5565899806223854e+10 -1.0058918299847159e+11 -3.4472109442198615e+09
3.841870545191193e+10 -9.953448415090492e+10 -3.597385774623088e+09
4.124108849212823e+10 -9.83996479347224e+10 -3.7447047633382573e+09
4.403078643431654e+10 -9.718555510620445e+10 -3.88904941876128e+09
4.6785561989312e+10 -9.589315143900632e+10 -4.030303596386461e+09
4.950320499056449e+10 -9.452344700241008e+10 -4.168353599668904e+09
5.218153429305063e+10 -9.307751537964563e+10 -4.3030882788919525e+09
5.481839964983386e+10 -9.155649282684631e+10 -4.434399127929683e+09
5.741168356424776e+10 -8.996157737328368e+10 -4.562180378796408e+09
5.9959303115695595e+10 -8.829402786360481e+10 -4.686329093877318e+09
6.2459211757081665e+10 -8.655516294287349e+10 -4.806745255736698e+09
6.490940108191494e+10 -8.474635998529408e+10 -4.923331854402713e+09
6.73079025591551e+10 -8.286905396757358e+10 -5.035994972030481e+09
6.965278923390305e+10 -8.092473628795259e+10 -5.144643864848059e+09
7.194217739207428e+10 -7.891495353201036e+10 -5.24919104229304e+09
7.417422818723244e+10 -7.684130618642146e+10 -5.3495523432507715e+09
7.63471492278031e+10 -7.47054473019133e+10 -5.445647009308567e+09
7.84591961229335e+10 -7.250908110674255e+10 -5.537397754943948e+09
